12000001	1242799215000
12000001	1242799225000
12000001	1242799235000
12000001	1242799245000
12000001	1242799255000
12000001	1242799265000
12000001	1242799275000
12000001	1242799285000
12000001	1242799295000
12000001	1242799305000
14000007	1242799561500
14000007	1242799571500
14000007	1242799581500
14000007	1242799591500
14000007	1242799601500
14000007	1242799611500
14000007	1242799621500
14000007	1242799631500
14000007	1242799641500
16000003	1242799817000
16000003	1242799827000
16000003	1242799837000
16000003	1242799847000
16000003	1242799857000
16000003	1242799867000
16000003	1242799877000
16000003	1242799887000
20000004	1242800472000
20000004	1242800482000
20000004	1242800492000
20000028	1242800760500
20000028	1242800770500
20000028	1242800780500
20000028	1242800790500
20000028	1242800800500
20000028	1242800810500
20000028	1242800820500
22000051	1242801346000
22000051	1242801356000
22000051	1242801366000
22000051	1242801376000
22000051	1242801386000
22000051	1242801396000
22000051	1242801406000
22000051	1242801416000
22000051	1242801426000
22000051	1242801436000
22000051	1242801446000
32000046	1242802522000
32000046	1242802532000
32000046	1242802542000
